Latency
43
26
37
33
36
40
42
27
42
56
32
48
44
37
41
40
41
40
52
42
31
37
53
33
43
32
62
40
36
37
30
25
51
40
42
38
51
26
32
29
47
24
48
33
41
41
24
50
37
35
39
53
34
41
40
44
40
32
40
34
38
41
40
38
46
42
40
23
32
42
59
39
39
27
45
29
36
45
37
52
36
52
42
43
