Latency
248
247
238
236
238
234
264
274
265
262
262
255
254
252
246
242
245
238
234
277
265
262
263
259
253
256
252
249
256
248
237
239
232
265
268
263
256
260
252
248
252
247
255
248
242
246
241
234
279
275
264
267
262
258
263
254
249
252
246
243
250
242
273
272
265
255
261
255
246
252
251
243
249
240
232
237
267
262
273
272
258
257
251
245
