Throughput
35.71428571
20.83333333
27.77777778
20.40816327
50
45.45454545
25
28.57142857
34.48275862
47.61904762
30.3030303
55.55555556
25.64102564
45.45454545
50
23.80952381
25.64102564
26.31578947
19.60784314
35.71428571
34.48275862
27.02702703
50
31.25
25.64102564
25.64102564
45.45454545
40
43.47826087
19.60784314
22.22222222
27.77777778
62.5
41.66666667
71.42857143
27.77777778
41.66666667
24.3902439
27.02702703
23.80952381
71.42857143
18.51851852
43.47826087
52.63157895
55.55555556
43.47826087
37.03703704
83.33333333
23.25581395
43.47826087
58.82352941
27.77777778
28.57142857
62.5
23.25581395
50
18.18181818
21.73913043
30.3030303
34.48275862
24.3902439
47.61904762
41.66666667
20.40816327
50
12.65822785
18.86792453
21.27659574
27.02702703
28.57142857
71.42857143
33.33333333
34.48275862
18.51851852
32.25806452
21.73913043
32.25806452
58.82352941
27.77777778
62.5
25.64102564
43.47826087
83.33333333
20
